"Name","Live Bytes","Live Objects"
"com.intellij.database.run.actions.ColumnFilterByGroup$NullFilterTemplate","32 B (0%)","2 (0%)"
"org.jetbrains.yaml.smart.YAMLSmartOptionsProvider","32 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.actions.CompareLocalVsRemoteWithAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.roots.VcsRootDetectorImpl","32 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewImpl$Action$AbbreviatePackageNames","32 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.NextWindow","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.modules.InstallNodeLocalDependenciesAction","32 B (0%)","1 (0%)"
"com.intellij.database.dataSource.srcStorage.DbSrcChangesTracker$Prj","32 B (0%)","1 (0%)"
"com.intellij.workspaceModel.ide.impl.jps.serialization.StoreReloadManagerBridge","32 B (0%)","1 (0%)"
"com.intellij.database.actions.GrowSelectionAction","32 B (0%)","1 (0%)"
"com.intellij.ide.highlighter.custom.impl.CustomFileTypeBraceMatcher","32 B (0%)","2 (0%)"
"com.intellij.openapi.vcs.changes.HierarchicalFilePathComparator","32 B (0%)","2 (0%)"
"com.intellij.xdebugger.impl.ui.tree.actions.SortValuesToggleAction","32 B (0%)","1 (0%)"
"com.intellij.codeInsight.navigation.actions.GotoDeclarationAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.roots.VcsRootScanner","32 B (0%)","1 (0%)"
"jdk.internal.reflect.UnsafeCharacterFieldAccessorImpl","32 B (0%)","1 (0%)"
"com.intellij.openapi.fileChooser.actions.TogglePathShowingAction","32 B (0%)","1 (0%)"
"com.intellij.usages.impl.actions.GroupByUsageTypeAction","32 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.actions.ToggleBreakpointEnabledAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.module.ModuleTypeEP","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.settings.JSRootConfigurationBase$State","32 B (0%)","2 (0%)"
"com.intellij.dvcs.branch.GroupingKey","32 B (0%)","1 (0%)"
"com.jetbrains.javascript.debugger.JavaScriptDebugAware[]","32 B (0%)","1 (0%)"
"git4idea.log.GitShowExternalLogAction","32 B (0%)","1 (0%)"
"com.intellij.database.actions.GridOccurrenceSelectionAction$SelectAllOccurrencesAction","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.GoToHashOrRefAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.RubyLanguage","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.RestoreDefaultLayoutAction","32 B (0%)","1 (0%)"
"com.intellij.usages.impl.actions.GroupByScopeAction","32 B (0%)","1 (0%)"
"com.sixrr.xrp.wraptagcontents.WrapTagContentsAction","32 B (0%)","1 (0%)"
"com.intellij.lang.puppet.psi.stubs.indices.PuppetClassStubsIndex","32 B (0%)","2 (0%)"
"com.intellij.lang.javascript.editor.JSEditorOptions","32 B (0%)","2 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonNewFileAction","32 B (0%)","1 (0%)"
"com.intellij.ide.bookmarks.actions.GoToMnemonicBookmarkActionBase$GotoBookmark5Action","32 B (0%)","1 (0%)"
"com.intellij.tasks.actions.context.SaveContextAction","32 B (0%)","1 (0%)"
"com.intellij.ide.hierarchy.ViewSubtypesHierarchyAction","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.MoveDiffPreviewToBottomAction","32 B (0%)","1 (0%)"
"com.intellij.util.ui.Centerizer$TYPE[]","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.JumpToLastWindowAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.actions.ShowCommitOptionsAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesTree$MyToggleSelectionAction","32 B (0%)","1 (0%)"
"com.intellij.database.run.actions.ViewAsAction$ViewAsExtractorAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.preload.zeus.ZeusRunConfigurationType$1","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.Switcher$ToggleCheckBoxAction","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.ShowChangesFromParentsAction","32 B (0%)","1 (0%)"
"com.intellij.javascript.debugger.sourcemap.visualizer.actions.VisualizeSourceMapAction","32 B (0%)","1 (0%)"
"git4idea.actions.GitRebase","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.structure.RubyFileStructureViewProvider[]","32 B (0%)","1 (0%)"
"com.intellij.ui.content.impl.ContentImpl$$Lambda$2096.0x00000001014dc840","32 B (0%)","2 (0%)"
"com.intellij.database.remote.jdbc.helpers.DerbyJdbcHelper","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.AbstractDataGetter$$Lambda$2689.0x000000010179ec40","32 B (0%)","2 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.StyleProperty$OPAQUE","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.history.actions.AnnotateRevisionAction","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.resolve.JSResolveUtil$TreeWalkUpResult[]","32 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.ToolWindowProperty[]","32 B (0%)","1 (0%)"
"com.intellij.ide.projectView.actions.MarkAsContentRootAction","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.buildTools.npm.NpmCommandRunAnythingProvider","32 B (0%)","2 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.cache.FQNCache","32 B (0%)","1 (0%)"
"com.intellij.ui.ScrollPaneActions$Up","32 B (0%)","1 (0%)"
"com.intellij.codeInspection.actions.SilentCodeCleanupAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.pullrequest.action.GHPRReloadDetailsAction","32 B (0%)","1 (0%)"
"com.intellij.codeInsight.generation.actions.CommentByLineCommentAction","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.CopyFileWithLineNumberPathProvider","32 B (0%)","1 (0%)"
"com.intellij.util.indexing.diagnostic.dto.JsonFileSize$Companion","32 B (0%)","2 (0%)"
"com.intellij.grazie.speller.GrazieSpeller$UserConfig$Dictionaries","32 B (0%)","1 (0%)"
"org.jetbrains.idea.perforce.actions.ResolveAllAction","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.refactoring.react.ReactClassToFunctionalComponentHandler","32 B (0%)","2 (0%)"
"com.intellij.configurationStore.schemeManager.SchemeManagerFactoryBase$ProjectSchemeManagerFactory","32 B (0%)","1 (0%)"
"com.intellij.javascript.terminal.NodeModulesEnvTerminalCustomizer$TerminalSettings$SettingsState","32 B (0%)","2 (0%)"
"com.intellij.ide.actions.ConfigureEditorTabsAction","32 B (0%)","1 (0%)"
"org.jdom.output.Format$TextMode[]","32 B (0%)","1 (0%)"
"com.intellij.ui.mac.touchbar.StackTouchBars","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.history.GetVersionFromHistoryAction","32 B (0%)","1 (0%)"
"com.jetbrains.cidr.execution.debugger.actions.CidrEnableFilteringValuesAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.committed.FilterCommittedAction","32 B (0%)","1 (0%)"
"org.jetbrains.idea.perforce.actions.LinkChangeListToJobsAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.committed.ChangeListDetailsAction","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.ExitAction","32 B (0%)","1 (0%)"
"com.intellij.find.findUsages.FindUsagesHandlerFactory$OperationMode[]","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.tasks.capistrano.run.configuration.CapistranoRunConfigurationType","32 B (0%)","1 (0%)"
"com.intellij.util.ui.MouseWheelSmoothScroll$ScrollAnimationSettings$1","32 B (0%)","1 (0%)"
"com.intellij.diagram.actions.DiagramIntentionAction","32 B (0%)","1 (0%)"
"org.jetbrains.idea.perforce.actions.ForceRefreshAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.committed.ClearCommittedAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.graph.builder.actions.export.ExportToFileAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.lineMarkers.RubyOverridingToolTipProvider","32 B (0%)","2 (0%)"
"org.jetbrains.plugins.ruby.rails.actions.navigation.SwitchToModel","32 B (0%)","1 (0%)"
"com.intellij.remoteServer.impl.configuration.RemoteServersManagerImpl","32 B (0%)","1 (0%)"
"com.intellij.openapi.editor.toolbar.floating.VisibilityController$State[]","32 B (0%)","1 (0%)"
"com.intellij.notification.EventLog$ProjectTracker","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.ShowRootsColumnAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.pullrequest.config.GithubPullRequestsProjectUISettings$SettingsState","32 B (0%)","1 (0%)"
"com.google.common.base.AbstractIterator$State[]","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.stylus.StylusLanguage","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.slim.SlimLanguage","32 B (0%)","1 (0%)"
"java.lang.Shutdown$Lock","32 B (0%)","2 (0%)"
"com.intellij.javascript.JSPrebuiltStubsHolder","32 B (0%)","1 (0%)"
"com.intellij.webcore.libraries.ScriptingLibraryModel$LibraryLevel[]","32 B (0%)","1 (0%)"
"com.intellij.ide.navigationToolbar.NavBarActions$Escape","32 B (0%)","1 (0%)"
"java.awt.EventFilter$FilterAction[]","32 B (0%)","1 (0%)"
"com.intellij.sql.dialects.mongo.js.MongoJsParsingHelper","32 B (0%)","1 (0%)"
"com.intellij.openapi.fileChooser.actions.FileDeleteAction","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.buildTools.npm.PackageJsonUtil$CachedPackageJsonData","32 B (0%)","1 (0%)"
"com.intellij.database.actions.RefreshSchemaAction$ForceRefresh","32 B (0%)","1 (0%)"
"com.intellij.history.core.ChangeList","32 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.resolve.OverridingUtil$OverrideCompatibilityInfo$Result[]","32 B (0%)","1 (0%)"
"com.intellij.ui.IconDescriptionBundleEP","32 B (0%)","2 (0%)"
"com.intellij.codeInsight.daemon.impl.GeneralHighlightingPassFactory","32 B (0%)","2 (0%)"
"com.intellij.xdebugger.memory.action.ShowClassesWithDiffAction","32 B (0%)","1 (0%)"
"com.intellij.execution.wsl.WSLDistributionService$$Lambda$1836.0x00000001013be440","32 B (0%)","2 (0%)"
"com.intellij.openapi.components.StateStorageChooserEx$Resolution[]","32 B (0%)","1 (0%)"
"com.intellij.javascript.testFramework.jasmine.codeInsight.JasmineGenerateBeforeEachMethodAction","32 B (0%)","1 (0%)"
"com.jetbrains.cidr.execution.debugger.actions.CidrEnableValueRenderersAction","32 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.interpreter.NodeJsInterpreterManager","32 B (0%)","1 (0%)"
"training.actions.LearningDocumentationModeAction","32 B (0%)","1 (0%)"
"java.util.Comparator[]","32 B (0%)","1 (0%)"
"com.intellij.database.run.actions.ColumnsListAction","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.history.OpenRepositoryVersionFromHistoryAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.actions.RemoveChangeListAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.shellCommandRunner.TerminalRunSmartCommandAction","32 B (0%)","1 (0%)"
"com.intellij.ui.ListActions$Right","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.editor.RubyEditorOptionsProvider","32 B (0%)","1 (0%)"
"com.intellij.docker.action.DockerFilterActionGroup$FilterUntaggedImagesAction","32 B (0%)","1 (0%)"
"com.intellij.unscramble.AnnotateStackTraceAction","32 B (0%)","1 (0%)"
"kotlinx.coroutines.Empty","32 B (0%)","2 (0%)"
"com.intellij.openapi.vcs.changes.actions.RefreshAction","32 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewImpl$Action$FlattenPackages","32 B (0%)","1 (0%)"
"com.intellij.database.actions.ShowSqlParametersPanelAction","32 B (0%)","1 (0%)"
"com.intellij.ui.tabs.FileColorsModel","32 B (0%)","1 (0%)"
"org.intellij.images.editor.actions.ChangeBackgroundAction","32 B (0%)","1 (0%)"
"org.intellij.images.editor.actions.FitZoomToWindowAction","32 B (0%)","1 (0%)"
"sun.rmi.runtime.NewThreadAction","32 B (0%)","1 (0%)"
"com.intellij.ide.ui.laf.IdeaLaf","32 B (0%)","1 (0%)"
"org.zmlx.hg4idea.action.HgContinueRebaseAction","32 B (0%)","1 (0%)"
"jdk.internal.math.FormattedFloatingDecimal$Form[]","32 B (0%)","1 (0%)"
"com.intellij.json.formatter.JsonCodeStyleSettings$PropertyAlignment[]","32 B (0%)","1 (0%)"
"com.intellij.ide.lightEdit.actions.LightEditOpenFileInProjectAction","32 B (0%)","1 (0%)"
"javax.swing.plaf.basic.BasicComboPopup$Handler","32 B (0%)","2 (0%)"
"org.jetbrains.plugins.terminal.action.TerminalSplitActionBase$Horizontal","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.intentions.JSCreateSubclassIntention","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.ViewInplaceCommentsAction","32 B (0%)","1 (0%)"
"org.jetbrains.concurrency.Promise$State[]","32 B (0%)","1 (0%)"
"com.intellij.sql.dialects.dateTime.SqlDtLanguage","32 B (0%)","1 (0%)"
"sun.awt.windows.WDesktopProperties","32 B (0%)","1 (0%)"
"com.intellij.codeInsight.actions.OptimizeImportsAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.run.configuration.RubyRunConfigurationType$RubyRunConfigurationFactory","32 B (0%)","1 (0%)"
"com.intellij.util.indexing.IndexAccessValidator","32 B (0%)","2 (0%)"
"com.intellij.ide.actions.ToolWindowDockPinnedAction","32 B (0%)","1 (0%)"
"com.sixrr.xrp.renameattribute.RenameAttributeAction","32 B (0%)","1 (0%)"
"com.intellij.codeEditor.printing.ExportToHTMLAction","32 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.interpreter.local.NodeJsLocalInterpreterManager$TimestampedSemVer","32 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.library.NodeModulesPackageJsonListener$ChangeType[]","32 B (0%)","1 (0%)"
"com.intellij.json.JsonSpellcheckerStrategy$1","32 B (0%)","2 (0%)"
"com.intellij.openapi.editor.impl.view.IterationState$CaretData","32 B (0%)","1 (0%)"
"java.awt.GraphicsDevice$WindowTranslucency[]","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.ToggleFloatingModeAction","32 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.types.Variance[]","32 B (0%)","1 (0%)"
"org.codehaus.groovy.util.ReferenceType[]","32 B (0%)","1 (0%)"
"com.intellij.codeInsight.hints.ShowSettingsWithAddedPattern","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.CompactReferencesViewAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.run.TestFrameworkConfiguratorImpl","32 B (0%)","2 (0%)"
"com.intellij.credentialStore.kdbx.UuidValueCreator","32 B (0%)","2 (0%)"
"com.intellij.docker.action.CopyContainerIdAction","32 B (0%)","1 (0%)"
"com.intellij.database.actions.ToolActions$TruncateTablesAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.textmate.bundles.Bundle$BundleFilesFilter","32 B (0%)","2 (0%)"
"com.jetbrains.plugins.webDeployment.actions.BrowseServersAction","32 B (0%)","1 (0%)"
"com.intellij.docker.composeFile.ComposeFileUtil$1","32 B (0%)","2 (0%)"
"com.intellij.idea.a","32 B (0%)","1 (0%)"
"sun.net.www.protocol.http.HttpURLConnection$TunnelState[]","32 B (0%)","1 (0%)"
"com.intellij.ui.ListActions$ShiftHome","32 B (0%)","1 (0%)"
"com.intellij.docker.action.SelectContainerImageAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.action.ExternalSystemTreeAction$ExpandAll","32 B (0%)","1 (0%)"
"com.intellij.openapi.project.DumbAwareToggleAction$$Lambda$3811.0x0000000101deb440","32 B (0%)","2 (0%)"
"com.intellij.openapi.graph.builder.actions.ZoomOutAction","32 B (0%)","1 (0%)"
"com.intellij.codeStyle.ConvertToMacLineSeparatorsAction","32 B (0%)","1 (0%)"
"com.intellij.lang.liquid.LiquidCreateFileAction","32 B (0%)","1 (0%)"
"com.intellij.diff.actions.SwitchToFileEditorAction","32 B (0%)","1 (0%)"
"com.intellij.database.actions.DdlActions$AddPrimaryKeyAction","32 B (0%)","1 (0%)"
"com.intellij.database.actions.ShowEditMaximizedAction","32 B (0%)","1 (0%)"
"com.intellij.psi.impl.file.impl.ResolveScopeManagerImpl","32 B (0%)","1 (0%)"
"org.jetbrains.idea.svn.actions.ShowSvnMapAction","32 B (0%)","1 (0%)"
"git4idea.commands.GitCommand$LockingPolicy[]","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.actions.ScheduleForRemovalAction","32 B (0%)","1 (0%)"
"com.intellij.database.actions.DataSourceCopySettingsAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.VcsConfiguration$CommitInBackgroundOption","32 B (0%)","2 (0%)"
"com.intellij.database.actions.HideEditMaximizedAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.cache.AbstractRubyPsiModificationCache$2","32 B (0%)","2 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.cache.AbstractRubyPsiModificationCache$3","32 B (0%)","2 (0%)"
"com.intellij.vcs.log.data.CurrentBranchConditionCache$State[]","32 B (0%)","1 (0%)"
"com.intellij.ide.a.m.aw[]","32 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewPane$ConfigureFilesNestingAction","32 B (0%)","1 (0%)"
"com.intellij.database.run.actions.ToggleFiltersAction","32 B (0%)","1 (0%)"
"org.jetbrains.idea.svn.actions.LockAction","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.actions.CreateJavaScriptFileAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.graph.builder.actions.layout.CircularLayouterAction","32 B (0%)","1 (0%)"
"com.intellij.diagnostic.PerformanceWatcher$CheckerState[]","32 B (0%)","1 (0%)"
"git4idea.actions.GitCloneAction","32 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.actions.SyncLocalVsRemoteWithAction","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.CreateHtmlFileAction","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.ShowFilePathAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.FileEditorPolicy[]","32 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.action.task.ToggleBeforeRunTaskAction","32 B (0%)","1 (0%)"
"git4idea.actions.GitCreateTagAction","32 B (0%)","1 (0%)"
"com.intellij.ide.projectView.actions.MarkExcludeRootAction","32 B (0%)","1 (0%)"
"com.intellij.ide.hierarchy.ViewClassHierarchyAction","32 B (0%)","1 (0%)"
"com.intellij.util.ui.tree.TreeModelAdapter$EventType[]","32 B (0%)","1 (0%)"
"com.jetbrains.clones.configuration.CommonDuplicateState","32 B (0%)","1 (0%)"
"com.intellij.database.remote.jdbc.helpers.MemJdbcHelper","32 B (0%)","1 (0%)"
"com.intellij.lang.puppet.psi.stubs.indices.PuppetIncludeClassStatementsStubsIndex","32 B (0%)","2 (0%)"
"com.intellij.lang.javascript.buildTools.base.JsbtApplicationService[]","32 B (0%)","1 (0%)"
"com.intellij.codeInsight.actions.ReaderMode[]","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.Change$Type[]","32 B (0%)","1 (0%)"
"com.intellij.sh.actions.ShGenerateForLoop","32 B (0%)","1 (0%)"
"com.intellij.diff.actions.ShowBlankDiffWindowAction","32 B (0%)","1 (0%)"
"org.zmlx.hg4idea.action.mq.HgQGotoActionFromMqPatches","32 B (0%)","1 (0%)"
"com.jediterm.terminal.emulator.charset.GraphicSet[]","32 B (0%)","1 (0%)"
"git4idea.repo.GitRepositoryReader","32 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.SeverityRegistrar$$Lambda$871.0x0000000100ac2440","32 B (0%)","2 (0%)"
"com.intellij.xml.impl.schema.ComplexTypeDescriptor$CanContainAttributeType[]","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.highlighter.RubySyntaxHighlighterFactory","32 B (0%)","1 (0%)"
"com.intellij.execution.dashboard.actions.GroupByConfigurationStatusAction","32 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.actions.styling.ToggleStrikethroughAction","32 B (0%)","1 (0%)"
"com.intellij.ide.scopeView.EditScopesAction","32 B (0%)","1 (0%)"
"com.intellij.lang.typescript.library.TypeScriptLibraryProviderImpl","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.routes.RouteParser","32 B (0%)","1 (0%)"
"git4idea.rebase.log.squash.GitSquashLogAction","32 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.actions.ShowExecutionPointAction","32 B (0%)","1 (0%)"
"com.intellij.ui.TreeActions$ShiftRight","32 B (0%)","1 (0%)"
"org.jetbrains.idea.svn.actions.ShowPropertiesAction","32 B (0%)","1 (0%)"
"org.intellij.images.thumbnail.actions.UpFolderAction","32 B (0%)","1 (0%)"
"com.intellij.lang.javascript.generation.JavaScriptGenerateConstructorAction","32 B (0%)","1 (0%)"
"com.intellij.execution.impl.TimedIconCache","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.actions.editor.InsertSessionAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.autoimport.HideProjectRefreshAction","32 B (0%)","1 (0%)"
"com.jediterm.terminal.emulator.charset.GraphicSetState","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.console.ReloadSourcesFakeAction","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.less.LESSLanguage","32 B (0%)","1 (0%)"
"com.jetbrains.cidr.execution.debugger.backend.lldb.lang.LLDBLanguage","32 B (0%)","1 (0%)"
"com.intellij.configurationStore.StorageVirtualFileTracker","32 B (0%)","1 (0%)"
"com.intellij.execution.dashboard.actions.RestoreHiddenConfigurationsAction","32 B (0%)","1 (0%)"
"com.intellij.ide.navigationToolbar.NavBarActions$Enter","32 B (0%)","1 (0%)"
"org.jetbrains.idea.perforce.actions.EnableAction","32 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.config.PublishConfig$PromptOnRemoteOverwrite[]","32 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.actions.handlers.XDebuggerRunToCursorActionHandler","32 B (0%)","2 (0%)"
"com.intellij.tasks.actions.CloseTaskAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ControlledCycle$1","32 B (0%)","1 (0%)"
"org.codehaus.groovy.runtime.dgmimpl.arrays.BooleanArrayGetAtMetaMethod","32 B (0%)","1 (0%)"
"com.intellij.vcs.log.ui.actions.MoveDiffPreviewToRightAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.FileStatusManagerImpl$FileStatusManagerDocumentListener","32 B (0%)","2 (0%)"
"com.intellij.util.containers.CharSequenceHashingStrategy","32 B (0%)","2 (0%)"
"com.intellij.ide.actions.SmartSelect","32 B (0%)","1 (0%)"
"jdk.internal.reflect.UnsafeQualifiedDoubleFieldAccessorImpl","32 B (0%)","1 (0%)"
"com.intellij.sql.liveTemplates.SqlTemplateContextType","32 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.breakpoints.XLineBreakpointManager","32 B (0%)","1 (0%)"
"sun.security.ssl.AlpnExtension$SHAlpnProducer","32 B (0%)","2 (0%)"
"com.intellij.facet.FacetManagerImpl$FacetManagerModel","32 B (0%)","1 (0%)"
"com.intellij.util.containers.WeakHashSet$MyRef","32 B (0%)","1 (0%)"
"com.intellij.ide.actions.RevealFileAction","32 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.service.project.manage.ExternalProjectsDataStorage","32 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.variables.RGlobalVariable$Type[]","32 B (0%)","1 (0%)"
"com.intellij.database.remote.jdbc.helpers.RsJdbcHelper","32 B (0%)","1 (0%)"
"org.codehaus.groovy.runtime.dgmimpl.arrays.ByteArrayGetAtMetaMethod","32 B (0%)","1 (0%)"
"com.intellij.notification.impl.actions.MarkAllNotificationsAsReadAction","32 B (0%)","1 (0%)"
"com.intellij.diff.actions.SwitchToBlankEditorAction","32 B (0%)","1 (0%)"
"sun.net.www.http.KeepAliveStreamCleaner","32 B (0%)","1 (0%)"
"com.intellij.psi.filters.position.PatternFilter","32 B (0%)","2 (0%)"
"com.intellij.psi.search.searches.DefinitionsScopedSearch","24 B (0%)","1 (0%)"
"com.intellij.sql.intentions.SqlReplaceColumnNumberWithNameIntention","24 B (0%)","1 (0%)"
"com.intellij.psi.impl.file.impl.PsiVFSListener$MyModuleRootListener","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.KeymapManagerImpl$3","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.KeymapManagerImpl$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.KeymapManagerImpl$2","24 B (0%)","1 (0%)"
"org.intellij.plugins.intelliLang.IntelliLangBundle","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.FileStatusMap","24 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.local.FileWatcher$MyFileWatcherNotificationSink","24 B (0%)","1 (0%)"
"com.intellij.diff.tools.util.SoftHardCacheMap","24 B (0%)","1 (0%)"
"org.jetbrains.settingsRepository.git.GitRepositoryManager$credentialsProvider$2","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.i18n.folding.I18nFoldingOptionsProvider","24 B (0%)","1 (0%)"
"com.intellij.psi.search.scope.TestsScope$1","24 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.trivialif.JSSplitElseIfIntention","24 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.preview.MarkdownPreviewFileEditorProvider","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.issueLinks.IssueLinkRenderer","24 B (0%)","1 (0%)"
"com.jetbrains.cidr.execution.debugger.memory.hexdump.lang.HexdumpFileType","24 B (0%)","1 (0%)"
"com.intellij.util.ui.JBValue$JBValueGroup","24 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.stubs.CssCustomMixinStubElementType","24 B (0%)","1 (0%)"
"java.util.Locale$Cache","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.intention.RubyConvertNumberedParametersToNamedIntention","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.folding.impl.CodeFoldingManagerImpl","24 B (0%)","1 (0%)"
"com.intellij.sql.intentions.SqlConvertJoinUsingToOnIntention","24 B (0%)","1 (0%)"
"com.intellij.ide.IdeEventQueue$MyLastShortcut","24 B (0%)","1 (0%)"
"com.intellij.framework.detection.FileContentPattern$1","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.intention.StringSumToSubstitutionIntention","24 B (0%)","1 (0%)"
"com.intellij.lang.MetaLanguage[]","24 B (0%)","1 (0%)"
"com.intellij.openapi.extensions.DefaultPluginDescriptor","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.fqn.ConstantFQN$SerializationFactory[]","24 B (0%)","1 (0%)"
